id,city,description,homeType,latitude,longitude,garageSpaces,hasSpa,yearBuilt,numOfPatioAndPorchFeatures,lotSizeSqFt,avgSchoolRating,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,priceRange
6552,austin,"There is truly so much to love about this fabulous 4 Bed/2.5 Bath home in sought after Woods of Brushy Creek subdivision! Close to toll road, major highways, yet still tucked away in a quiet location! Acclaimed Round Rock ISD!  Open kitchen features huge island that overlooks both the Breakfast Area w/ pretty bay window, & family room w/ cozy Fireplace. Stainless Steel appliances. Hard tile downstairs. Huge master bedroom & bath. Big utility/pantry.  Newly stained deck looks out over spacious back yard.",Single Family,30.48662186,-97.7405014,2,FALSE,2000,1,8755,7.666666667,16,3,4,350000-450000
6553,austin,"Exquisitely maintained Central Austin condo perfect for entertaining with low maintenance yard.  This 3 bed, 2.5 bath condo boasts loads of natural light with with a crisp white kitchen, white marble counter tops and stainless steel appliances - which opens to the living room and dining areas.  3rd floor bedroom with built in closet is perfect for a home office or kids play room.  Master Suite has an expansive attached porch with a view of the large surrounding trees.  Excellent schools just blocks away!",Condo,30.31942749,-97.72762299,1,FALSE,2014,2,3528,6.333333333,16,3,3,450000-650000
6554,austin,"*PRICE IMPROVEMENT* Move-in ready home on desirable low-traffic culdesac. Wide lot backs to HOA greenbelt for extra privacy. Two-story entry with dramatic split wrought iron staircase. Plush new carpet just installed w/ recent dark hardwoods down. Kitchen & breakfast nook opens to family room. Downstairs master bedroom & study. Upstairs features 3 bedrooms, 2 baths and a spacious game room. Enjoy afternoon & evening shade on the extended back deck. Award-winning neighborhood amenities & acclaimed schools.",Single Family,30.35759354,-97.9052124,0,FALSE,2006,0,9583,8.666666667,17,4,4,450000-650000
6555,austin,"9273 Vigen Cir, Austin, TX 78748 is a single family home that contains 1,241 sq ft and was built in 1997. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.16971779,-97.79488373,0,FALSE,1997,0,5227,3.333333333,13,2,3,0-250000
6556,austin,"5211 Tahoe Trl, Austin, TX 78745 is a multi family home that contains 2,572 sq ft and was built in 1972. It contains 5 bedrooms and 5 bathrooms. 
 
",Multiple Occupancy,30.22379684,-97.80328369,8,FALSE,1972,0,9496,4.666666667,14,5,5,450000-650000
6557,austin,"Corner lot in Western Oaks near Mills Elementary w/ all the upgrades!  Low to zero electric bills with 4kw full SOLAR SYSTEM on roof, 2 patios each w/ pergola, great natural oak trees, storage shed, tankless water heater, all new wood floors throughout, new granite counters & back splash at kitchen, matching Samsung stainless appliances, Jack & Jill bath upstairs w/ added sink in bedroom, bonus room finished out upstairs, elevator in garage for easy attic access, kitchen refrigerator conveys to buyers.",Single Family,30.21189499,-97.88041687,0,FALSE,1997,0,8494,9,18,3,4,450000-650000
6558,austin,"HUGE REDUCTION! Beautiful and rare one-owner home with many upgrades and features throughout in the prestigous Dripping Springs ISD. Gorgeous custom pool with waterfall and hot tub with large private outdoor living and cooking area. The home features granite countertops, wood floors, large master suite with updated master bath, separate laundry room, 2 large media/gamerooms (one up and one down), surround sound, and the list goes on! Schedule your showing today, this one will not last long!",Single Family,30.19860077,-97.98571014,2,TRUE,2006,1,10018,6,16,4,5,450000-650000
6559,austin,"Great Traditional house located on a quiet gated and private street next to The Barton Creek Greenbelt. Eanes Schools. Wooded backyard with plenty of privacy. Master on the main level with wood floors throughout the downstairs public areas. Granite kitchen open to the family room overlooking the backyard deck. Oversized master suite with his and hers walk-in closets, garden tub with separate shower. Close to downtown and outdoor activities at Zilker Park.",Single Family,30.25462723,-97.79616547,0,FALSE,1993,0,14374.8,8.5,14,3,4,650000+
6560,austin,"Nestled in Windsor Park, This delightful mid-century remodeled home exudes modern charm in every single sqft. The well-appointed floor plan provides the perfect balance of light&space. Stylish kitchen,stainless steel appliances,storage space,counter space,wood floors,spacious master&walk-in closet will impress.The second family room overlooking the tranquil yard space will be your favorite space in the house for sure!Blocks away from Bartholomew Park & Pool,Mueller entertainment district,&so much more!",Single Family,30.30600166,-97.69532013,2,FALSE,1970,1,9539,5,15,2,3,450000-650000
6561,austin,"Great starter home or investment property in need of some deferred exterior maintenance and  cosmetic  repairs. Great opportunity in a fantastic neighborhood close to IH 35, MOPAC, The Domain and major high tech employers!",Single Family,30.44821167,-97.67857361,0,FALSE,1985,0,6403,5.333333333,14,2,3,0-250000
6562,austin,"MUST SEE! INCREDIBLE investment opportunity in sought after Windsor Park! Fantastic floor-plan with tons of potential. Location! Location! Location! Less than five miles to downtown and UT. Just blocks to Mueller shopping, restaurants, market and Bartholomew pool and park. This East Side gem won't last long!",Single Family,30.30954552,-97.69034576,0,FALSE,1960,0,8058,5,15,1,4,350000-450000
6563,austin,"Beautiful home with many updates including wood flooring, bathroom cabinets and faucets, ceiling fans, carpet and light fixtures.  Kitchen has all new cabinets and beautiful butcher block counter tops and tile backsplash. New stainless steel sink and faucets, convection oven and 5 burner gas stove.  The backyard has a beautiful in ground pool, landscaping and raised beds for gardens. Close to shopping, schools, I-35, Mopac and 45.",Single Family,30.46015549,-97.77316284,2,FALSE,1985,1,8842,5.333333333,12,3,4,250000-350000
6564,austin,2018 COMPLETED CONSTRUCTION ::: Vintage-Style 2-Story 3br 2.5ba 1694sqft *  * Bamboo Floors * Quartz Countertops * Nickel Hardware * Large Secondary Bedrooms * Window Seat * Bayed Master Suite * Formal Diningroom * Bayed Bkfst Nook * Stainless Appl * Kitchen Island * Gas Slide-In Range * Utility Room w/ Separate Exit * Full Length Covered Patio * Mature Oak Trees * Double Lot ::: Price reflects Including Adjacent Lot @ 4902 Santa Ann/combined .38 acres * Room for ADU (x2),Single Family,30.27456856,-97.68583679,0,FALSE,2007,0,16552.8,3.333333333,13,3,3,450000-650000
6565,austin,"This newer 3 bedroom home has lots of personality and charm thanks to its classic frame exterior painted in cottage colors, delightful front porch, and landscaping.  You'll appreciate the pride in ownership and convenient location that this home offers.  The combined living, dining and kitchen area have easy-to-care for tile floors.  The kitchen has a functional layout with eat-in bar, along with wood cabinets and a large pantry for ample storage.  Two full bathrooms, three bedrooms, and a laundry room are all upstairs.  Each bedroom has a ceiling fan and generous closets.    Step into the backyard to enjoy the concrete patio, fruit trees, and wood privacy fence.  As a bonus, the home backs to a community park in the popular Colorado Crossing neighborhood, where you also enjoy access to the community swimming pool, parks, and playscape.  The location is ideal -- just a 4 minute drive to McKinney Falls State Park, 9 minutes to the Airport, and 16 minutes to Auditorium Shores.",Single Family,30.20049667,-97.69436646,1,FALSE,2008,0,4530,4.333333333,14,3,3,0-250000
6566,austin,"Owner's custom home, 1st time on the market, offers Dramatic Texas Hill Country & Canyon views overlooking the Golf Course. Artistically designed elements include wall to ceiling arched windows, 14 ft. coffered ceilings, lighted niches, curved fur downs & walls,  extensive use of glass blocks which creates an aesthetically pleasing interior. Spacious outdoor living area provides spectacular entertaining options. Access to parks, hiking & bike trails...enjoy and celebrate life w/family & friends. This home makes people who don't intend to move...relocate to 4715 River Place! See Special Features in Docs.",Single Family,30.37390709,-97.85579681,3,TRUE,1999,1,12632.4,7,16,3,4,650000+
6567,austin,"10005 Whitley Bay Dr, Austin, TX 78717 is a single family home that contains 3,403 sq ft and was built in 2005. It contains 4 bedrooms and 4 bathrooms. 
 
",Single Family,30.5035553,-97.76067352,0,FALSE,2005,2,10454,8.333333333,16,4,4,450000-650000
6568,austin,"10310 Hatton Ln, Austin, TX 78754 is a single family home that contains 1,370 sq ft and was built in 2018. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.35695076,-97.66262054,2,FALSE,2018,1,4922,4.333333333,12,2,3,250000-350000
6569,austin,"Quaint curb appeal and graceful charm on a tree lined street just off Windsor Boulevard.  This beauty turned over a new leaf in the 80's when it was taken down to the studs and re-wired and plumbed.  A master suite booming with room was also added to bring it to the present 1,508 square feet.  Rest easy - the roof shingles were also replaced in 2004!  Modernized kitchen boasts granite countertops, top notch appliances, new spacious cabinets, & hardware!  Roomy secondary bedrooms share an updated bathroom with Jacuzzi style tub.  

From your 2 story deck you will be able to enjoy peaceful evenings overlooking your spacious and lush backyard that is well shaded by the developed trees.  The precious playhouse in the backyard could also be used as a storage building.  Two car garage with plenty of room to tinker sits below the deck and house itself.   A Fantastic Find!!!
",Single Family,30.29408073,-97.76343536,2,FALSE,1950,0,8015,7,16,2,3,650000+
6570,austin,"Sanctuary in the city! This home sits nestled among huge oak trees on an almost 1/3rd acre lot but with easy access to US-183, TX-45, Anderson Mill Rd and W. Parmer Ln for quick access to schools, restaurants, and shopping. The family room flows beautifully into the dining and kitchen areas and you are sure to love the wooded view out the windows. The open floor plan and very large back yard make this home perfect for a family or entertaining. Bring your RV and park it in the back! Go see it today!",Single Family,30.45658684,-97.78057861,0,FALSE,1976,0,13939.2,5.333333333,12,2,3,250000-350000
6571,austin,"Updated home on private cul-de-sac.  New paint, light fixtures, fans, oven, dishwasher, microwave, laminate and master shower tile. No carpet. The kitchen features include a butlers pantry, desk, fireplace and breakfast dining area. The master bedroom is separated from the other three bedrooms and has a private covered deck. The den has a wall of windows, fireplace, two sky lights and a view of the pool.  Seller prefers to close with North American Title located at 5608 Parkcrest Drive in Austin.",Single Family,30.42396736,-97.72467804,0,FALSE,1982,0,13068,6.666666667,15,3,5,350000-450000
6572,austin,"Delightful South Austin Home in desireable Cherry Creek neighborhood.  3 Bedroom, including an en-suite master, 2 Bath, lovely kitchen w/stainless appliances, white cabinets, and beautiful countertops.  Large, open family room with lots of natural light and french doors to the back patio. Thoughtful updates, no popcorn ceilings. 2 car attached garage and a stellar location.  Walk to Stephenson Nature Preserve with miles of hiking trails. Close to downtown, and shopping/dining in Sunset Valley.  No HOA!",Single Family,30.20300102,-97.81840515,0,FALSE,1976,2,7013,4.666666667,14,2,3,0-250000
6573,austin,"9701 Rias Way, Austin, TX 78717 is a single family home that contains 2,521 sq ft and was built in 2007. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.51045609,-97.75262451,3,FALSE,2007,0,10018,7.666666667,16,3,3,450000-650000
6574,austin,"Fabulous one-story transitional home situated on an ideal corner lot in desirable Northwest Hills. The spacious open floor plan, gourmet kitchen and backyard amenities make for an entertainer's dream. A luxurious addition completed in 2016 boasts a large gas fireplace, stained concrete floors and walls of steel windows + doors allowing for an open fresh-air feel. Interior updates include two wine refrigerators, new kitchen counter tops, freshly painted kitchen cabinets, steel side door for ease of access, custom lighting, coated garage floor, new master bath countertops + soaking tub, speakers throughout and TVs wired for streaming in all rooms. Backyard amenities include a heated pool + spa surrounded by an IPE wood privacy screen, grilling station and putting green.",Single Family,30.36374092,-97.76702881,0,FALSE,2007,0,13503.6,7,16,3,4,650000+
